class,w,h,xc,yc,area
5,0.0532,0.1098,0.8369,0.9418,0.0058413599999999994
5,0.0998,0.0399,0.6073,0.8835,0.00398202
5,0.0516,0.1464,0.5,0.2097,0.00755424
5,0.0616,0.0349,0.9176,0.9792,0.00214984
2,0.0383,0.04,0.1642,0.7317,0.0015320000000000002
2,0.0367,0.0333,0.0233,0.5617,0.0012221100000000002
2,0.0433,0.0367,0.2267,0.355,0.0015891100000000001
2,0.0517,0.0617,0.9725,0.6875,0.00318989
2,0.0683,0.0733,0.7692,0.93,0.00500639
4,0.0283,0.0449,0.4318,0.1722,0.00127067
5,0.0817,0.0467,0.5558,0.9617,0.0038153899999999997
1,0.0583,0.0683,0.6275,0.1475,0.00398189
5,0.0349,0.1115,0.7845,0.8661,0.00389135
5,0.0948,0.0333,0.5682,0.6439,0.00315684
5,0.0865,0.0366,0.6023,0.8852,0.0031658999999999997
5,0.0799,0.0433,0.5291,0.5175,0.0034596699999999998
5,0.05,0.0733,0.835,0.1783,0.0036650000000000003
5,0.0383,0.0883,0.4842,0.5525,0.0033818900000000002
5,0.0867,0.04,0.895,0.45,0.003468
5,0.0333,0.0767,0.3767,0.04,0.0025541100000000005
2,0.0383,0.0367,0.2692,0.8317,0.00140561
2,0.0317,0.035,0.4392,0.6908,0.0011095
2,0.035,0.0417,0.6458,0.8942,0.0014595
3,0.0566,0.0666,0.4376,0.3278,0.0037695600000000004
3,0.0799,0.0666,0.4709,0.594,0.005321340000000001
3,0.0499,0.0799,0.2829,0.0782,0.00398701
3,0.0732,0.0899,0.6606,0.1414,0.006580679999999999
5,0.0516,0.025,0.0275,0.6215,0.0012900000000000001
4,0.07,0.0517,0.56,0.4992,0.0036190000000000007
4,0.04,0.0633,0.18,0.9283,0.002532
2,0.0383,0.0333,0.9342,0.83,0.0012753900000000002
2,0.0317,0.035,0.4542,0.7008,0.0011095
3,0.0567,0.0667,0.56,0.6733,0.0037818899999999996
3,0.08,0.0667,0.5267,0.4067,0.005336
3,0.05,0.08,0.715,0.9233,0.004
3,0.0733,0.09,0.3367,0.86,0.006597
1,0.0667,0.0517,0.1567,0.5608,0.00344839
1,0.0783,0.0417,0.4258,0.8258,0.00326511
3,0.0433,0.0516,0.6339,0.2188,0.00223428
3,0.0582,0.0666,0.7413,0.4309,0.0038761200000000007
1,0.0933,0.0367,0.1,0.6183,0.00342411
1,0.0417,0.0667,0.7575,0.4017,0.00278139
5,0.0998,0.0266,0.2379,0.015,0.00265468
5,0.0815,0.0399,0.1456,0.3644,0.00325185
5,0.0466,0.0998,0.2862,0.3927,0.00465068
5,0.0449,0.1048,0.119,0.119,0.00470552
0,0.0516,0.0366,0.6148,0.0899,0.00188856
0,0.0399,0.0582,0.6606,0.8444,0.00232218
4,0.0483,0.05,0.2408,0.1417,0.0024150000000000005
4,0.0449,0.0449,0.6414,0.9459,0.0020160100000000004
2,0.0532,0.0516,0.8486,0.317,0.0027451199999999998
2,0.0449,0.0499,0.2737,0.7288,0.0022405100000000002
4,0.0433,0.0433,0.817,0.7155,0.00187489
2,0.0466,0.0516,0.4925,0.8777,0.00240456
2,0.0532,0.0516,0.1847,0.317,0.0027451199999999998
2,0.0566,0.0516,0.4226,0.2022,0.00292056
2,0.0582,0.0549,0.2504,0.3236,0.00319518
2,0.055,0.0533,0.4092,0.0767,0.0029315
2,0.03,0.0317,0.5467,0.7492,0.0009509999999999999
2,0.0317,0.0333,0.6258,0.7483,0.00105561
0,0.0433,0.0733,0.1817,0.1183,0.00317389
1,0.0499,0.0865,0.7787,0.8769,0.00431635
0,0.0449,0.0666,0.7196,0.6789,0.0029903400000000006
0,0.0532,0.0549,0.5308,0.5466,0.0029206799999999997
0,0.0416,0.0682,0.3353,0.2388,0.00283712
3,0.0833,0.04,0.92,0.3333,0.003332
3,0.045,0.0617,0.9592,0.6625,0.0027765
3,0.0783,0.03,0.4858,0.8817,0.002349
4,0.0517,0.0383,0.4892,0.6192,0.00198011
4,0.0233,0.0317,0.31,0.4792,0.00073861
1,0.0733,0.0317,0.7167,0.9725,0.0023236100000000003
2,0.0732,0.0649,0.3311,0.3453,0.00475068
2,0.0832,0.0732,0.6456,0.1265,0.00609024
5,0.0233,0.0883,0.3683,0.4742,0.00205739
4,0.0333,0.0317,0.6583,0.4875,0.00105561
1,0.0682,0.0333,0.8295,0.98,0.00227106
1,0.0616,0.0266,0.3785,0.208,0.00163856
1,0.0349,0.0582,0.2205,0.6547,0.00203118
3,0.0617,0.06,0.3008,0.1517,0.0037019999999999996
3,0.05,0.0567,0.4483,0.6417,0.0028350000000000003
3,0.0417,0.0533,0.7642,0.785,0.00222261
5,0.0167,0.19,0.1817,0.4517,0.003173
4,0.0233,0.0267,0.935,0.56,0.00062211
4,0.0317,0.0183,0.8358,0.0108,0.00058011
4,0.0183,0.0233,0.7442,0.28,0.00042639
1,0.06,0.0367,0.545,0.3917,0.002202
1,0.0567,0.0433,0.3717,0.3533,0.00245511
1,0.035,0.05,0.1092,0.5517,0.0017500000000000003
4,0.0417,0.03,0.9458,0.0183,0.001251
4,0.03,0.0233,0.835,0.2167,0.000699
4,0.0317,0.0283,0.4342,0.8725,0.0008971099999999999
4,0.0383,0.0483,0.6192,0.5008,0.00184989
3,0.0316,0.0449,0.4351,0.4101,0.0014188400000000002
3,0.0349,0.0383,0.4251,0.2637,0.00133667
5,0.04,0.0367,0.115,0.9317,0.0014680000000000001
4,0.0267,0.0283,0.7183,0.3075,0.00075561
5,0.0317,0.0967,0.3275,0.6783,0.00306539
5,0.0283,0.0967,0.2842,0.255,0.0027366099999999996
5,0.0283,0.06,0.7308,0.0317,0.0016979999999999999
5,0.0733,0.0283,0.75,0.5742,0.00207439
5,0.0517,0.1033,0.2875,0.06,0.005340610000000001
5,0.0633,0.0583,0.5133,0.2192,0.0036903899999999996
5,0.04,0.1017,0.3667,0.3975,0.0040680000000000004
2,0.035,0.0333,0.5342,0.1867,0.0011655000000000003
2,0.0417,0.035,0.3608,0.4208,0.0014595
0,0.0449,0.0666,0.1339,0.3028,0.0029903400000000006
1,0.0316,0.0749,0.8394,0.5416,0.0023668400000000003
1,0.0283,0.0699,0.4501,0.4809,0.00197817
4,0.0383,0.0317,0.4692,0.1975,0.00121411
3,0.06,0.0567,0.1533,0.82,0.003402
4,0.0383,0.035,0.3858,0.3358,0.0013405000000000001
2,0.05,0.055,0.2433,0.0292,0.0027500000000000003
2,0.055,0.0533,0.5942,0.1383,0.0029315
2,0.0617,0.0617,0.7442,0.2742,0.00380689
2,0.0483,0.065,0.7458,0.6425,0.0031395000000000004
2,0.055,0.0333,0.5708,0.9817,0.0018315000000000002
5,0.03,0.1148,0.817,0.703,0.003444
5,0.03,0.0466,0.9101,0.6156,0.001398
5,0.0467,0.0567,0.14,0.8417,0.00264789
5,0.0533,0.0467,0.555,0.2667,0.00248911
5,0.0667,0.04,0.8617,0.24,0.002668
5,0.0417,0.0533,0.8858,0.0283,0.00222261
4,0.025,0.0333,0.3852,0.8852,0.0008325000000000001
4,0.0383,0.03,0.307,0.0915,0.001149
2,0.0667,0.07,0.1983,0.7983,0.004669
2,0.0683,0.05,0.7458,0.9067,0.003415
2,0.0633,0.0517,0.9667,0.6025,0.00327261
4,0.0283,0.0333,0.4468,0.8319,0.0009423900000000001
4,0.0333,0.0333,0.4859,0.0649,0.0011088900000000002
5,0.0383,0.0733,0.5625,0.7467,0.0028073900000000003
5,0.0817,0.0333,0.7958,0.5433,0.00272061
5,0.0683,0.0633,0.9142,0.815,0.00432339
1,0.0466,0.0815,0.8602,0.7679,0.0037979000000000003
1,0.0449,0.0832,0.8261,0.9018,0.00373568
1,0.0582,0.0765,0.7795,0.4759,0.0044523
1,0.0849,0.0599,0.5183,0.8669,0.0050855100000000006
2,0.0417,0.0383,0.1842,0.6025,0.0015971100000000001
2,0.0367,0.0367,0.23,0.2617,0.0013468900000000003
3,0.0783,0.075,0.4575,0.4825,0.005872499999999999
1,0.0367,0.075,0.095,0.4758,0.0027525
2,0.0667,0.105,0.035,0.4608,0.007003499999999999
2,0.0633,0.0783,0.2617,0.2108,0.004956389999999999
2,0.0715,0.0715,0.6431,0.2288,0.005112249999999999
2,0.045,0.05,0.4725,0.6767,0.00225
0,0.0349,0.03,0.3619,0.777,0.001047
0,0.0433,0.0449,0.2912,0.7013,0.00194417
2,0.0333,0.045,0.0567,0.3242,0.0014985
2,0.0417,0.0417,0.3825,0.3508,0.00173889
0,0.07,0.0433,0.6583,0.1167,0.0030310000000000003
0,0.0633,0.045,0.6117,0.4742,0.0028484999999999995
0,0.07,0.0333,0.8967,0.8417,0.0023310000000000006
0,0.0617,0.0483,0.4292,0.8608,0.0029801100000000002
0,0.03,0.0599,0.198,0.1697,0.001797
0,0.0333,0.0616,0.7271,0.3286,0.0020512800000000004
4,0.035,0.0333,0.3408,0.3217,0.0011655000000000003
2,0.0666,0.0682,0.2313,0.4933,0.00454212
2,0.0383,0.0283,0.7392,0.4958,0.00108389
2,0.0383,0.0383,0.4058,0.8158,0.00146689
2,0.03,0.0367,0.77,0.98,0.001101
2,0.0632,0.0582,0.4576,0.5366,0.0036782400000000006
3,0.0582,0.0483,0.505,0.3087,0.00281106
3,0.0483,0.0699,0.1439,0.4942,0.0033761700000000004
3,0.0582,0.0932,0.104,0.2363,0.00542424
2,0.045,0.0483,0.4258,0.3692,0.0021735
5,0.0517,0.0483,0.4158,0.3792,0.0024971100000000003
5,0.03,0.1217,0.4783,0.4242,0.0036509999999999997
5,0.0333,0.115,0.77,0.7142,0.0038295000000000004
5,0.0333,0.07,0.5533,0.17,0.0023310000000000006
3,0.1967,0.1233,0.705,0.335,0.02425311
3,0.1283,0.1,0.8042,0.7533,0.012830000000000001
3,0.0917,0.12,0.5825,0.8017,0.011004
2,0.0549,0.0599,0.5499,0.0316,0.00328851
2,0.0532,0.0566,0.4759,0.4393,0.0030111199999999995
2,0.0417,0.0367,0.1908,0.2517,0.0015303900000000002
2,0.0417,0.0317,0.6842,0.9008,0.00132189
2,0.0283,0.0317,0.7292,0.2808,0.0008971099999999999
2,0.04,0.0383,0.8917,0.6992,0.0015320000000000002
0,0.0683,0.0383,0.8292,0.5525,0.00261589
0,0.0367,0.0417,0.9117,0.9775,0.0015303900000000002
0,0.0533,0.0567,0.415,0.8933,0.00302211
2,0.0467,0.0483,0.5983,0.4992,0.00225561
1,0.0666,0.0433,0.2529,0.7754,0.0028837800000000003
5,0.035,0.065,0.7025,0.3708,0.002275
5,0.0367,0.0617,0.4833,0.5675,0.0022643900000000002
3,0.0667,0.055,0.335,0.2308,0.0036685
3,0.075,0.075,0.3792,0.6758,0.005625
3,0.0617,0.0733,0.3692,0.4417,0.00452261
0,0.0617,0.05,0.6058,0.4683,0.003085
0,0.0583,0.0367,0.7942,0.8733,0.00213961
0,0.04,0.0583,0.3883,0.5792,0.002332
1,0.0767,0.0483,0.445,0.3808,0.0037046100000000005
1,0.0417,0.1,0.8175,0.1033,0.00417
1,0.045,0.1083,0.4125,0.5592,0.004873499999999999
5,0.0417,0.075,0.1342,0.3608,0.0031275
5,0.0383,0.07,0.7908,0.3733,0.0026810000000000002
5,0.0317,0.08,0.8242,0.1033,0.002536
5,0.0917,0.035,0.5775,0.2992,0.0032095000000000005
5,0.0967,0.0367,0.26,0.525,0.0035488900000000003
5,0.075,0.0283,0.5258,0.6208,0.0021225
5,0.0333,0.0383,0.21,0.9792,0.0012753900000000002
3,0.13,0.0817,0.68,0.0425,0.010621
5,0.0783,0.08,0.2242,0.7317,0.006264
5,0.0317,0.1017,0.4742,0.4242,0.0032238899999999997
5,0.055,0.0683,0.7608,0.3342,0.0037565
5,0.0767,0.0367,0.5967,0.36,0.0028148900000000004
1,0.035,0.0367,0.2442,0.7083,0.0012845000000000003
1,0.045,0.0383,0.0758,0.3842,0.0017235
1,0.0483,0.04,0.3808,0.5167,0.0019320000000000001
3,0.0366,0.0449,0.5291,0.9576,0.00164334
2,0.0667,0.035,0.555,0.9808,0.0023345
2,0.0583,0.06,0.8442,0.8117,0.003498
1,0.0483,0.03,0.2158,0.1667,0.001449
4,0.0349,0.0399,0.8295,0.8319,0.00139251
0,0.0632,0.0666,0.3028,0.8003,0.004209120000000001
2,0.0367,0.0467,0.02,0.175,0.00171389
2,0.0517,0.0433,0.7942,0.0367,0.00223861
5,0.0383,0.0883,0.9092,0.8858,0.0033818900000000002
5,0.0333,0.0783,0.8017,0.3725,0.0026073900000000002
1,0.0283,0.055,0.9275,0.5508,0.0015565
0,0.0549,0.0383,0.5399,0.881,0.00210267
5,0.0583,0.04,0.0308,0.4317,0.002332
5,0.0617,0.035,0.6308,0.1792,0.0021595
0,0.0849,0.0316,0.4418,0.5649,0.0026828400000000006
0,0.0582,0.0216,0.0358,0.3369,0.00125712
0,0.02,0.0383,0.208,0.0208,0.0007660000000000001
0,0.0483,0.025,0.4517,0.0574,0.0012075000000000002
2,0.0483,0.05,0.6392,0.1167,0.0024150000000000005
2,0.0566,0.0516,0.7537,0.5483,0.00292056
2,0.0582,0.0549,0.5815,0.6697,0.00319518
2,0.0549,0.0566,0.5882,0.0649,0.0031073399999999997
5,0.0666,0.03,0.6057,0.3877,0.001998
5,0.0649,0.0549,0.4501,0.5549,0.0035630099999999997
0,0.0733,0.0433,0.1933,0.4617,0.00317389
0,0.0717,0.0417,0.4542,0.0408,0.0029898900000000003
0,0.05,0.0283,0.6733,0.2892,0.001415
5,0.0717,0.0833,0.8708,0.6067,0.00597261
5,0.1267,0.0333,0.5033,0.2833,0.004219110000000001
4,0.035,0.0233,0.2625,0.6067,0.0008155000000000001
4,0.0433,0.0283,0.1667,0.3775,0.0012253899999999998
4,0.0383,0.0283,0.6258,0.1408,0.00108389
0,0.0317,0.0567,0.2775,0.6717,0.00179739
1,0.0449,0.0532,0.8943,0.2296,0.00238868
1,0.0316,0.0483,0.4567,0.723,0.0015262800000000003
1,0.0682,0.0366,0.3885,0.8619,0.00249612
1,0.0316,0.0616,0.1606,0.4734,0.0019465600000000002
4,0.0383,0.0333,0.4601,0.8319,0.0012753900000000002
2,0.0466,0.0483,0.3993,0.5017,0.0022507800000000004
1,0.0317,0.075,0.1575,0.4592,0.0023775
1,0.0283,0.07,0.5475,0.52,0.001981
4,0.0316,0.0349,0.4434,0.49,0.0011028400000000001
4,0.0383,0.0216,0.5166,0.8644,0.00082728
4,0.025,0.0333,0.3852,0.2213,0.0008325000000000001
4,0.0266,0.0316,0.2496,0.8943,0.0008405600000000001
3,0.0566,0.0449,0.4359,0.3369,0.00254134
3,0.0582,0.0466,0.4418,0.5374,0.00271212
3,0.0516,0.0566,0.307,0.4592,0.00292056
4,0.0333,0.0266,0.1847,0.5824,0.0008857800000000001
4,0.0317,0.0267,0.8325,0.5517,0.00084639
4,0.0317,0.0317,0.0642,0.5125,0.00100489
0,0.035,0.0467,0.8992,0.5133,0.0016345
5,0.0333,0.0783,0.6967,0.3675,0.0026073900000000002
5,0.0367,0.08,0.8633,0.5833,0.0029360000000000002
5,0.09,0.0467,0.7033,0.7817,0.004203
0,0.0366,0.0349,0.7072,0.5532,0.00127734
2,0.0467,0.04,0.3867,0.3517,0.0018679999999999999
2,0.0483,0.0583,0.6975,0.2875,0.00281589
4,0.0599,0.0333,0.8602,0.0183,0.0019946700000000005
1,0.0366,0.0699,0.6423,0.3245,0.00255834
4,0.0317,0.0267,0.1625,0.3783,0.00084639
4,0.0383,0.035,0.6992,0.5342,0.0013405000000000001
4,0.04,0.0517,0.23,0.4058,0.002068
3,0.0616,0.0383,0.6597,0.7812,0.00235928
3,0.0499,0.0349,0.9251,0.2121,0.00174151
1,0.0367,0.075,0.7617,0.4758,0.0027525
1,0.0567,0.03,0.395,0.9333,0.001701
1,0.0782,0.0416,0.5715,0.8661,0.00325312
1,0.0715,0.0349,0.6631,0.3369,0.00249535
1,0.0567,0.035,0.6033,0.3425,0.0019845
1,0.07,0.045,0.5183,0.6092,0.00315
4,0.0333,0.0233,0.64,0.1717,0.0007758900000000001
0,0.0433,0.035,0.3417,0.2025,0.0015155000000000001
3,0.0733,0.0883,0.2483,0.7375,0.006472390000000001
2,0.05,0.0633,0.5783,0.4583,0.003165
2,0.0483,0.0433,0.7275,0.1917,0.00209139
2,0.0433,0.045,0.6667,0.8042,0.0019485
2,0.03,0.0333,0.1617,0.55,0.000999
0,0.03,0.0483,0.9384,0.2438,0.001449
0,0.0483,0.0283,0.678,0.5433,0.00136689
0,0.0449,0.0283,0.5416,0.911,0.00127067
1,0.0783,0.0683,0.5108,0.8742,0.005347889999999999
1,0.0683,0.0517,0.8225,0.5608,0.00353111
2,0.0383,0.0333,0.2825,0.56,0.0012753900000000002
2,0.0217,0.05,0.0125,0.8033,0.001085
2,0.0467,0.045,0.7533,0.2092,0.0021015
1,0.0633,0.06,0.4133,0.1967,0.0037979999999999997
1,0.035,0.08,0.4292,0.6533,0.0028000000000000004
1,0.0367,0.0883,0.8183,0.2842,0.0032406100000000005
0,0.045,0.0267,0.1225,0.7733,0.0012015
0,0.0333,0.0433,0.0583,0.3017,0.0014418900000000001
2,0.0283,0.03,0.2625,0.2617,0.0008489999999999999
2,0.025,0.03,0.5142,0.4417,0.00075
2,0.035,0.0333,0.3975,0.5567,0.0011655000000000003
2,0.0383,0.0433,0.7725,0.8167,0.00165839
5,0.0933,0.0317,0.36,0.8458,0.00295761
2,0.0667,0.07,0.365,0.6033,0.004669
2,0.06,0.0667,0.5833,0.9517,0.0040019999999999995
5,0.03,0.0832,0.2928,0.2512,0.002496
5,0.1148,0.0366,0.2621,0.4476,0.00420168
5,0.0466,0.0366,0.025,0.0749,0.00170556
5,0.03,0.0817,0.6433,0.3608,0.0024509999999999996
5,0.0317,0.09,0.4525,0.6017,0.0028529999999999996
5,0.0283,0.08,0.7175,0.6017,0.002264
5,0.0383,0.035,0.9392,0.6342,0.0013405000000000001
4,0.0433,0.0633,0.5867,0.8967,0.0027408899999999997
4,0.0467,0.09,0.5133,0.55,0.004203
4,0.0483,0.0733,0.6325,0.2733,0.0035403900000000005
4,0.0583,0.0633,0.3975,0.79,0.0036903899999999996
5,0.0367,0.105,0.8317,0.0542,0.0038535
0,0.0399,0.0416,0.6988,0.0524,0.0016598399999999999
0,0.0433,0.0483,0.6789,0.2621,0.00209139
0,0.0616,0.0449,0.1606,0.4501,0.0027658400000000003
0,0.0499,0.0549,0.9334,0.1839,0.0027395099999999997
5,0.0483,0.0316,0.5932,0.4251,0.0015262800000000003
5,0.0616,0.0233,0.0324,0.5607,0.0014352800000000001
5,0.025,0.045,0.1625,0.7125,0.001125
4,0.0317,0.0267,0.6958,0.045,0.00084639
4,0.045,0.0367,0.2858,0.105,0.0016515000000000002
0,0.045,0.05,0.6208,0.5667,0.00225
0,0.025,0.0317,0.7258,0.8825,0.0007925
4,0.0283,0.0233,0.5542,0.5283,0.00065939
4,0.0283,0.0367,0.8308,0.2783,0.0010386100000000001
3,0.0433,0.0532,0.7055,0.7038,0.0023035599999999996
3,0.0433,0.0416,0.6223,0.3303,0.00180128
3,0.0433,0.0566,0.975,0.1448,0.0024507799999999996
2,0.0567,0.055,0.4717,0.8125,0.0031185
0,0.05,0.05,0.57,0.8217,0.0025000000000000005
4,0.0383,0.0333,0.8325,0.1683,0.0012753900000000002
3,0.0617,0.06,0.6342,0.7183,0.0037019999999999996
1,0.0316,0.0998,0.0175,0.8602,0.0031536800000000003
0,0.0583,0.0283,0.1692,0.8008,0.0016498899999999998
0,0.06,0.0317,0.3283,0.2708,0.0019019999999999998
5,0.0433,0.0815,0.2879,0.9476,0.00352895
4,0.0417,0.05,0.2258,0.3183,0.002085
1,0.03,0.0715,0.6722,0.9576,0.0021449999999999998
1,0.025,0.0666,0.3319,0.8486,0.0016650000000000002
1,0.0549,0.0283,0.1223,0.1256,0.0015536699999999998
5,0.0216,0.0815,0.2238,0.1855,0.0017604
5,0.0599,0.02,0.5441,0.3661,0.001198
5,0.0682,0.0333,0.4002,0.4309,0.00227106
0,0.0417,0.0533,0.3242,0.0283,0.00222261
0,0.0317,0.0567,0.7342,0.1,0.00179739
0,0.05,0.0383,0.1883,0.3858,0.001915
3,0.0367,0.06,0.7817,0.3383,0.002202
3,0.0333,0.0483,0.2117,0.0725,0.0016083900000000003
2,0.055,0.05,0.1408,0.8917,0.0027500000000000003
2,0.05,0.0517,0.4483,0.5992,0.0025850000000000005
1,0.0683,0.0583,0.2892,0.2242,0.00398189
2,0.1,0.095,0.2983,0.3108,0.009500000000000001
1,0.0383,0.0616,0.6597,0.6015,0.00235928
1,0.0416,0.0616,0.4135,0.2621,0.0025625599999999998
1,0.0599,0.0699,0.1098,0.2895,0.0041870100000000006
0,0.0367,0.0417,0.0933,0.2708,0.0015303900000000002
0,0.06,0.04,0.1183,0.7617,0.0024
0,0.045,0.0267,0.3775,0.045,0.0012015
0,0.0233,0.0367,0.93,0.5533,0.0008551100000000002
5,0.08,0.025,0.885,0.3225,0.002
5,0.05,0.0233,0.8233,0.6133,0.001165
5,0.0217,0.0683,0.5208,0.6775,0.00148211
5,0.04,0.0233,0.78,0.83,0.0009320000000000001
0,0.035,0.04,0.9808,0.33,0.0014000000000000002
5,0.0666,0.0483,0.0349,0.2604,0.0032167800000000007
5,0.0532,0.1298,0.2596,0.0998,0.006905359999999999
5,0.0433,0.0815,0.183,0.6414,0.00352895
0,0.0517,0.0483,0.4908,0.4158,0.0024971100000000003
0,0.0333,0.04,0.6617,0.2367,0.001332
3,0.0717,0.0667,0.5858,0.685,0.00478239
3,0.1033,0.0933,0.55,0.3283,0.00963789
5,0.0998,0.0399,0.9401,0.1248,0.00398202
5,0.0549,0.1314,0.9493,0.3918,0.007213859999999999
2,0.0433,0.045,0.4383,0.7975,0.0019485
2,0.05,0.06,0.62,0.31,0.003
0,0.0483,0.0317,0.3158,0.4608,0.00153111
3,0.055,0.0467,0.2592,0.4167,0.0025685
3,0.04,0.0417,0.3267,0.9342,0.001668
3,0.045,0.035,0.4342,0.9442,0.001575
0,0.04,0.0417,0.7933,0.2558,0.001668
0,0.045,0.0417,0.5542,0.3925,0.0018765
1,0.0383,0.0366,0.2903,0.2446,0.00140178
1,0.0399,0.0466,0.614,0.0765,0.00185934
1,0.0416,0.0499,0.4817,0.381,0.00207584
1,0.0517,0.0417,0.0275,0.4925,0.00215589
1,0.03,0.0817,0.4383,0.3925,0.0024509999999999996
5,0.06,0.04,0.5633,0.705,0.0024
2,0.0599,0.0499,0.8403,0.381,0.0029890100000000003
2,0.0599,0.0616,0.574,0.2604,0.0036898400000000002
3,0.085,0.085,0.2558,0.3958,0.007225000000000001
3,0.0633,0.07,0.285,0.0967,0.004431
3,0.0767,0.1017,0.4367,0.1692,0.00780039
3,0.0783,0.09,0.4225,0.5467,0.0070469999999999994
3,0.08,0.0867,0.4933,0.7533,0.006936
0,0.0667,0.0467,0.35,0.3933,0.0031148899999999995
0,0.0383,0.0717,0.7258,0.6958,0.00274611
2,0.0333,0.0367,0.4067,0.4017,0.0012221100000000002
2,0.0383,0.0333,0.9508,0.56,0.0012753900000000002
2,0.045,0.05,0.6675,0.8033,0.00225
5,0.07,0.0317,0.5117,0.8475,0.002219
5,0.03,0.0517,0.8217,0.7592,0.001551
5,0.0733,0.0217,0.5917,0.8458,0.0015906100000000001
2,0.0967,0.0917,0.8667,0.8625,0.00886739
3,0.0649,0.0882,0.713,0.1406,0.00572418
3,0.0799,0.0666,0.1398,0.2479,0.005321340000000001
3,0.0567,0.055,0.8317,0.7692,0.0031185
3,0.0433,0.04,0.9133,0.6583,0.001732
3,0.06,0.0533,0.2867,0.24,0.003198
2,0.075,0.065,0.2592,0.2292,0.004875
1,0.0683,0.0317,0.6142,0.8525,0.00216511
4,0.0317,0.0283,0.6225,0.6858,0.0008971099999999999
4,0.03,0.045,0.225,0.7892,0.0013499999999999999
3,0.0532,0.0616,0.97,0.3819,0.00327712
3,0.0383,0.0416,0.8943,0.708,0.0015932799999999999
2,0.0316,0.0349,0.2937,0.2704,0.0011028400000000001
2,0.0349,0.0366,0.5283,0.3511,0.00127734
2,0.0316,0.0383,0.8078,0.5965,0.0012102800000000002
4,0.0317,0.0317,0.6475,0.9725,0.00100489
2,0.045,0.0367,0.6575,0.6067,0.0016515000000000002
2,0.0467,0.04,0.3367,0.9167,0.0018679999999999999
2,0.0433,0.0383,0.8917,0.6458,0.00165839
4,0.03,0.0316,0.9384,0.4834,0.0009480000000000001
4,0.0266,0.0466,0.6206,0.0516,0.00123956
4,0.0266,0.03,0.4493,0.3228,0.0007979999999999999
5,0.0483,0.0832,0.703,0.5557,0.00401856
3,0.0466,0.0532,0.3977,0.8419,0.00247912
3,0.0649,0.0915,0.8844,0.1556,0.00593835
3,0.0549,0.0799,0.8128,0.4176,0.00438651
2,0.0483,0.0417,0.5075,0.4108,0.00201411
2,0.0517,0.05,0.1892,0.3017,0.0025850000000000005
2,0.0417,0.0417,0.7242,0.8958,0.00173889
3,0.0583,0.0867,0.0875,0.9317,0.00505461
0,0.0633,0.065,0.22,0.1275,0.0041145
2,0.065,0.0633,0.7542,0.8383,0.0041145
0,0.0317,0.045,0.3708,0.6192,0.0014264999999999998
0,0.0317,0.0467,0.6425,0.385,0.0014803899999999998
0,0.03,0.0383,0.54,0.9792,0.001149
5,0.0533,0.035,0.2167,0.1342,0.0018655000000000002
0,0.045,0.0667,0.8592,0.3883,0.0030015
5,0.03,0.0915,0.1048,0.7113,0.002745
5,0.0349,0.0283,0.8494,0.9293,0.00098767
5,0.03,0.0666,0.9185,0.7488,0.001998
5,0.0566,0.03,0.6339,0.6273,0.0016979999999999999
2,0.0467,0.0483,0.1583,0.6575,0.00225561
2,0.06,0.0533,0.0917,0.46,0.003198
5,0.0917,0.0917,0.2658,0.2158,0.00840889
5,0.12,0.0367,0.54,0.3983,0.004404
5,0.1017,0.03,0.3375,0.1,0.003051
4,0.0383,0.04,0.8675,0.835,0.0015320000000000002
2,0.0417,0.0417,0.3425,0.6042,0.00173889
2,0.0333,0.03,0.525,0.2983,0.000999
2,0.0333,0.04,0.445,0.5167,0.001332
2,0.0333,0.035,0.7717,0.6742,0.0011655000000000003
2,0.045,0.0367,0.2558,0.705,0.0016515000000000002
0,0.0367,0.065,0.795,0.4975,0.0023855000000000005
0,0.055,0.0383,0.1858,0.4808,0.0021065
0,0.0483,0.035,0.3658,0.5792,0.0016905000000000002
0,0.0383,0.0517,0.7375,0.8758,0.00198011
0,0.055,0.0517,0.4542,0.0842,0.0028435
4,0.0317,0.04,0.0542,0.3033,0.001268
4,0.0317,0.0583,0.0175,0.1375,0.0018481099999999998
2,0.0517,0.055,0.8258,0.6675,0.0028435
2,0.0567,0.0683,0.89,0.5758,0.00387261
2,0.055,0.0567,0.6358,0.97,0.0031185
1,0.0416,0.0715,0.6148,0.5017,0.0029743999999999994
1,0.0383,0.0749,0.3203,0.4285,0.00286867
1,0.0649,0.0699,0.7862,0.2795,0.0045365100000000005
4,0.0383,0.0483,0.0825,0.5575,0.00184989
4,0.0317,0.0567,0.1958,0.6083,0.00179739
4,0.0417,0.0283,0.3275,0.7692,0.00118011
4,0.035,0.035,0.5742,0.4458,0.0012250000000000002
4,0.0483,0.04,0.7242,0.3433,0.0019320000000000001
2,0.0466,0.0483,0.5058,0.9093,0.0022507800000000004
1,0.0682,0.0349,0.4517,0.9792,0.00238018
1,0.0333,0.0632,0.6223,0.2512,0.0021045600000000005
1,0.0566,0.0349,0.9684,0.6381,0.00197534
1,0.0399,0.0616,0.1597,0.4651,0.0024578399999999998
1,0.0383,0.0316,0.4534,0.2704,0.0012102800000000002
1,0.06,0.055,0.3967,0.2575,0.0033
1,0.0667,0.0433,0.4117,0.7917,0.0028881099999999997
1,0.0717,0.045,0.6858,0.6408,0.0032264999999999998
